Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
response to cadmium ion (GO:0046686)	2/31	0.27512866506804035	1.0	0	0	1.9432568985619898	2.5078049315182778	NCF1;MMP9
liver development (GO:0001889)	2/31	0.27512866506804035	1.0	0	0	1.9432568985619898	2.5078049315182778	DNAAF1;E2F8
positive regulation of bone mineralization (GO:0030501)	2/31	0.27512866506804035	1.0	0	0	1.9432568985619898	2.5078049315182778	P2RX7;TMEM119
regulation of cellular catabolic process (GO:0031329)	3/55	0.27544862700782646	1.0	0	0	1.6429353778751368	2.1183255305883733	DRAM1;LRRK2;LAMP3
positive regulation of cellular component organization (GO:0051130)	5/106	0.27635142029453463	1.0	0	0	1.420777449420323	1.827236248634398	CDT1;DAB2;TAL1;GHRL;EPHB3
negative regulation of cell death (GO:0060548)	4/81	0.2821823896756056	1.0	0	0	1.487431206306708	1.8819004093581984	LRRK2;AGR2;TMEM109;ATP13A2
sensory perception of sound (GO:0007605)	4/81	0.2821823896756056	1.0	0	0	1.487431206306708	1.8819004093581984	CLIC5;SPTBN4;MARVELD2;BIRC5
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	3/56	0.28453751111500897	1.0	0	0	1.6135972461273664	2.0281145409507424	CYLD;CASP4;CARD16
cellular iron ion homeostasis (GO:0006879)	3/56	0.28453751111500897	1.0	0	0	1.6135972461273664	2.0281145409507424	SLC11A1;ATP13A2;ABCG2
positive regulation of epidermal growth factor-activated receptor activity (GO:0045741)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	NCF1
negative regulation of response to cytokine stimulus (GO:0060761)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	KLF4
induction of positive chemotaxis (GO:0050930)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	VEGFC
regulation of response to stress (GO:0080134)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ABCB1
regulation of chromatin organization (GO:1902275)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	MKI67
membrane raft organization (GO:0031579)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	S100A10
ganglion development (GO:0061548)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	NRP1
negative regulation of sodium ion transmembrane transport (GO:1902306)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	CAMK2D
cellular response to thyroid hormone stimulus (GO:0097067)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	CTSS
dorsal/ventral axis specification (GO:0009950)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	LRP5
cellular response to growth hormone stimulus (GO:0071378)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	JAK2
regulation of myeloid leukocyte differentiation (GO:0002761)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	IRF7
3'-UTR-mediated mRNA destabilization (GO:0061158)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ZC3H12A
positive regulation of steroid metabolic process (GO:0045940)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	AGT
superoxide anion generation (GO:0042554)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	NCF1
positive regulation of cytoplasmic transport (GO:1903651)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	DAB2
chloride ion homeostasis (GO:0055064)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	SLC12A3
positive regulation of amyloid-beta formation (GO:1902004)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	GSAP
response to laminar fluid shear stress (GO:0034616)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	KLF4
nerve growth factor signaling pathway (GO:0038180)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	RAPGEF2
positive regulation of bone remodeling (GO:0046852)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ADAM8
glutamine metabolic process (GO:0006541)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ACOD1
RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ZC3H12A
positive regulation of cardiac muscle cell differentiation (GO:2000727)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	EDN1
cell differentiation involved in metanephros development (GO:0072202)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	STAT1
negative regulation of gene silencing by miRNA (GO:0060965)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ZC3H12A
regulation of urine volume (GO:0035809)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	NPR1
regulation of pH (GO:0006885)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	PDK4
actin filament depolymerization (GO:0030042)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	MICAL2
negative regulation of autophagosome assembly (GO:1902902)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	LRRK2
receptor guanylyl cyclase signaling pathway (GO:0007168)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	NPR1
negative regulation of cell activation (GO:0050866)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	THBD
Rap protein signal transduction (GO:0032486)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	RAPGEF2
regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002858)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	CEACAM1
endosomal vesicle fusion (GO:0034058)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	SAMD9L
cellular response to ATP (GO:0071318)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	P2RX4
nucleoside metabolic process (GO:0009116)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	TYMP
central nervous system projection neuron axonogenesis (GO:0021952)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	SPTBN4
motor neuron axon guidance (GO:0008045)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	PLXNA2
nuclear mRNA surveillance (GO:0071028)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	XRN1
positive regulation of circadian rhythm (GO:0042753)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ARNTL2
actin filament capping (GO:0051693)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	SCIN
detection of bacterium (GO:0016045)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	NOD2
regulation of DNA damage checkpoint (GO:2000001)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	WDR76
negative regulation of protein maturation (GO:1903318)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	LRRK2
positive regulation of smooth muscle cell migration (GO:0014911)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	NRP1
intraciliary retrograde transport (GO:0035721)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	IFT122
negative regulation of centrosome duplication (GO:0010826)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	BRCA1
protein localization to mitochondrion (GO:0070585)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	LRRK2
positive regulation of bone resorption (GO:0045780)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ADAM8
negative regulation by host of viral process (GO:0044793)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ZC3H12A
neuron projection fasciculation (GO:0106030)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	EPHB3
negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	BRCA1
negative regulation of sodium ion transmembrane transporter activity (GO:2000650)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	CAMK2D
regulation of mitochondrial depolarization (GO:0051900)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	LRRK2
glucocorticoid metabolic process (GO:0008211)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	HSD11B1
UV protection (GO:0009650)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	FEN1
negative regulation of protein autophosphorylation (GO:0031953)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	MVP
positive regulation of interleukin-13 production (GO:0032736)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	HLA-E
cellular response to leucine starvation (GO:1990253)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	SESN3
very-low-density lipoprotein particle assembly (GO:0034379)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	SOAT1
positive regulation of execution phase of apoptosis (GO:1900119)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	ZC3H12A
glucocorticoid biosynthetic process (GO:0006704)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	HSD11B1
negative regulation of homotypic cell-cell adhesion (GO:0034111)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	CEACAM1
regulation of neuroblast proliferation (GO:1902692)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	LRRK2
complement activation, lectin pathway (GO:0001867)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	C1S
positive regulation of vacuole organization (GO:0044090)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	RALB
regulation of dendritic cell apoptotic process (GO:2000668)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	RAPGEF2
regulation of lysosomal lumen pH (GO:0035751)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	LRRK2
telomeric loop disassembly (GO:0090657)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	RECQL4
histone H2B ubiquitination (GO:0033523)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	DTX3L
regulation of T cell chemotaxis (GO:0010819)	1/10	0.28659993262710043	1.0	0	0	3.0120481927710845	3.7640602369412797	CXCL10
negative regulation of calcium ion transmembrane transporter activity (GO:1901020)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	SRI;TRDN
dendrite morphogenesis (GO:0048813)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	SDC2;EPHB3
cellular response to amino acid stimulus (GO:0071230)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	SESN3;CASTOR1
oxoacid metabolic process (GO:0043436)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	SULT1C2;PPA1
protein trimerization (GO:0070206)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	TRIM22;ASIC1
negative regulation of receptor activity (GO:2000272)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	SRI;TRDN
phagosome maturation (GO:0090382)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	RAB20;ATP6V0D2
regulation of erythrocyte differentiation (GO:0045646)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	STAT1;TAL1
positive regulation of telomere maintenance (GO:0032206)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	PKIB;PML
positive regulation of myeloid leukocyte differentiation (GO:0002763)	2/32	0.28754755936625104	1.0	0	0	1.8825301204819276	2.3463234347574193	CD74;TESC
regulation of anatomical structure morphogenesis (GO:0022603)	4/82	0.28964005805925375	1.0	0	0	1.4692918013517484	1.8206234293393702	CEACAM1;PID1;LRRK2;STAT2
positive regulation of DNA metabolic process (GO:0051054)	4/82	0.28964005805925375	1.0	0	0	1.4692918013517484	1.8206234293393702	KITLG;HGF;BRCA1;PML
protein complex assembly (GO:0006461)	8/189	0.2923331078257398	1.0	0	0	1.2749410339771785	1.5680006969899158	GSDMD;P2RX7;CAMK2D;NCF1;SH3PXD2A;LRRK2;ZC3H12A;NOD2
positive regulation of cell death (GO:0010942)	3/57	0.2936506329131954	1.0	0	0	1.5852885225110969	1.9425563438238576	RIPK2;LRRK2;ZC3H12A
regulation of neurogenesis (GO:0050767)	3/57	0.2936506329131954	1.0	0	0	1.5852885225110969	1.9425563438238576	CASZ1;LRRK2;ASCL2
regulation of cell motility (GO:2000145)	5/109	0.2956746796088929	1.0	0	0	1.381673482922516	1.6835628999083778	CEACAM1;ENPP2;PLXNA2;AMOT;HBEGF
negative regulation of signaling (GO:0023057)	4/83	0.2971244287898791	1.0	0	0	1.451589490492089	1.7616552123108031	MVP;LMTK2;OPTN;EPHB3
establishment of protein localization to membrane (GO:0090150)	4/83	0.2971244287898791	1.0	0	0	1.451589490492089	1.7616552123108031	RTP4;REEP1;NCF1;OPTN
regulation of protein kinase B signaling (GO:0051896)	7/163	0.2981534729801571	1.0	0	0	1.2935176287973982	1.5653463680498156	KITLG;CD80;HGF;CD28;ADAM8;TNFAIP8L3;HBEGF
protein acetylation (GO:0006473)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	DSCC1;ESCO2
chemical synaptic transmission, postsynaptic (GO:0099565)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	LRRK2;GABRA3
regulation of T cell differentiation (GO:0045580)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	TBX21;CTLA4
negative regulation of mitochondrion organization (GO:0010823)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	LRRK2;HGF
positive regulation of cell-matrix adhesion (GO:0001954)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	NRP1;S100A10
regulation of autophagosome assembly (GO:2000785)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	RALB;LRRK2
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	BCL2L11;PMAIP1
mRNA stabilization (GO:0048255)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	SLC11A1;E2F1
regulation of postsynaptic membrane potential (GO:0060078)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	LRRK2;GABRA3
positive regulation of biomineral tissue development (GO:0070169)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	P2RX7;TMEM119
regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	TNFAIP8L3;NOD2
regulation of intracellular protein transport (GO:0033157)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	IFI27;ATP13A2
positive regulation of organelle organization (GO:0010638)	2/33	0.2999420577515411	1.0	0	0	1.8254837531945967	2.1981854030818258	P2RX7;CALCOCO2
phospholipid transport (GO:0015914)	3/58	0.30278210794813865	1.0	0	0	1.557955961778147	1.8613551846331318	ABCB1;ATP8B1;TNFAIP8L3
cholesterol homeostasis (GO:0042632)	3/58	0.30278210794813865	1.0	0	0	1.557955961778147	1.8613551846331318	DGAT2;SOAT1;LRP5
integrin-mediated signaling pathway (GO:0007229)	3/58	0.30278210794813865	1.0	0	0	1.557955961778147	1.8613551846331318	NRP1;CEACAM1;PLEK
positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	3/58	0.30278210794813865	1.0	0	0	1.557955961778147	1.8613551846331318	NRP1;PLXNA2;S100A10
sterol homeostasis (GO:0055092)	3/58	0.30278210794813865	1.0	0	0	1.557955961778147	1.8613551846331318	DGAT2;SOAT1;LRP5
sodium ion transport (GO:0006814)	3/58	0.30278210794813865	1.0	0	0	1.557955961778147	1.8613551846331318	SLC12A3;SCN4B;ASIC1
formation of extrachromosomal circular DNA (GO:0001325)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	EXO1
positive regulation of endothelial cell apoptotic process (GO:2000353)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	CD40
L-phenylalanine metabolic process (GO:0006558)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	IL4I1
negative regulation of morphogenesis of an epithelium (GO:1905331)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	STAT1
L-phenylalanine catabolic process (GO:0006559)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	IL4I1
regulation of histone H3-K9 methylation (GO:0051570)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	BRCA1
nitric oxide biosynthetic process (GO:0006809)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	GCH1
regulation of tumor necrosis factor biosynthetic process (GO:0042534)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	GHRL
drug transmembrane transport (GO:0006855)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	ATP8B1
negative regulation of blood vessel diameter (GO:0097756)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	EDN1
regulation of histone deacetylation (GO:0031063)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	CAMK2D
cellular response to prostaglandin stimulus (GO:0071379)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	GNG2
mononuclear cell differentiation (GO:1903131)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	IL31RA
regulation of leukocyte cell-cell adhesion (GO:1903037)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	SIT1
regulation of lamellipodium morphogenesis (GO:2000392)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	ENPP2
interleukin-2-mediated signaling pathway (GO:0038110)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	JAK3
regulation of hydrogen peroxide-induced cell death (GO:1903205)	1/11	0.31029662751747084	1.0	0	0	2.738225629791895	3.2043444031897663	LRRK2
